gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,Student_Name,Name_Meaning
male,group E,some college,standard,completed,81,74,71,Mikael,Angel of mercy and rain
female,group E,associate's degree,standard,completed,65,75,77,Farah,"Joy, cheerfulness"
male,group E,some high school,standard,completed,68,51,57,Rayan,"Luxuriant, gate of heaven"
female,group D,high school,free/reduced,none,73,92,84,Layla,"Night, dark beauty"
male,group C,some college,standard,none,53,39,37,Haroon,"Aaron, high mountain, protector"
female,group B,associate's degree,free/reduced,completed,68,77,80,Amira,"Princess, leader"
male,group A,some high school,free/reduced,none,55,46,43,Jamil,"Beautiful, radiant"
female,group C,some college,standard,completed,87,89,94,Naila,"Acquirer, achiever"
male,group D,some high school,standard,none,55,47,44,Zayd,"Growth, abundance"
female,group E,some college,free/reduced,none,53,58,57,Sarah,"Princess, bringer of joy"
male,group C,master's degree,standard,none,67,57,59,Aziz,"Powerful, respected, beloved"
male,group C,associate's degree,standard,none,92,79,84,Hadi,"Guide, leader"
female,group B,some college,free/reduced,completed,53,66,73,Daniya,"Kind-hearted, close, near"
male,group D,associate's degree,standard,none,81,71,73,Farhan,"Happy, glad"
male,group C,high school,free/reduced,none,61,60,55,Malik,"King, master"
male,group D,bachelor's degree,standard,none,80,73,72,Haroon,"Aaron, high mountain, protector"
female,group A,associate's degree,free/reduced,none,37,57,56,Sana,"Radiance, brilliance, mountaintop"
female,group C,high school,standard,none,81,84,82,Fatima,"Captivating, daughter of the Prophet"
female,group C,associate's degree,standard,completed,59,73,72,Safa,"Purity, clarity"
male,group B,some college,free/reduced,none,55,55,47,Nour,Divine light
male,group D,associate's degree,standard,none,72,79,74,Jamil,"Beautiful, radiant"
male,group D,high school,standard,none,69,75,71,Aziz,"Powerful, respected, beloved"
male,group C,some college,standard,none,69,64,68,Sami,"Hearing, elevated, sublime"
female,group C,bachelor's degree,free/reduced,none,50,60,59,Jannah,"Heaven, paradise"
male,group B,some college,standard,completed,87,84,86,Ehsan,"Excellence, kindness"
male,group D,some high school,standard,completed,71,69,68,Mustafa,The chosen one
male,group E,some college,standard,none,68,72,65,Youssef,"Joseph, God increases in honor"
male,group C,master's degree,free/reduced,completed,79,77,75,Hadi,"Guide, leader"
female,group C,some high school,standard,completed,77,90,85,Salma,"Safe, peaceful"
male,group C,associate's degree,free/reduced,none,58,55,53,Malik,"King, master"
female,group E,associate's degree,standard,none,84,95,92,Samira,Entertaining companion
male,group D,some college,standard,none,55,58,52,Haroon,"Aaron, high mountain, protector"
male,group E,bachelor's degree,free/reduced,completed,70,68,72,Hadi,"Guide, leader"
female,group D,some college,free/reduced,completed,52,59,65,Zara,"Radiance, blooming flower"
male,group B,some college,standard,completed,69,77,77,Ibrahim,"Father of many nations, Prophet Abraham"
female,group C,high school,free/reduced,none,53,72,64,Samira,Entertaining companion
female,group D,some high school,standard,none,48,58,54,Ayah,"Evidence, sign"
male,group D,some high school,standard,completed,78,81,86,Omar,"Long-lived, flourishing"
female,group B,high school,standard,none,62,62,63,Hafsa,"Cub, young lioness"
male,group D,some college,standard,none,60,63,59,Zain,"Beauty, grace"
female,group B,high school,standard,none,74,72,72,Maha,"Wild cow, rare jewel"
female,group C,high school,standard,completed,58,75,77,Iris,"Flower, messenger"
male,group B,high school,standard,completed,76,62,60,Ehsan,"Excellence, kindness"
female,group D,some high school,standard,none,68,71,75,Huda,Right guidance
male,group A,some college,free/reduced,none,58,60,57,Faris,"Knight, horseman"
male,group B,high school,standard,none,52,48,49,Nael,"Achiever, winner"
male,group D,bachelor's degree,standard,none,75,73,74,Arif,"Knowing, knowledgeable"
female,group B,some high school,free/reduced,completed,52,67,72,Maha,"Wild cow, rare jewel"
female,group C,bachelor's degree,free/reduced,none,62,78,79,Ayla,"Moonlight, halo"
male,group B,some college,standard,none,66,65,60,Rami,"Archer, marksman"
female,group B,some high school,free/reduced,none,49,58,55,Samira,Entertaining companion
female,group B,high school,standard,none,66,72,70,Safiya,"Pure, untroubled, chosen friend"
female,group C,some college,free/reduced,none,35,44,43,Mariam,"Mary, pious, beloved"
female,group A,some college,standard,completed,72,79,82,Nadia,"Hope, delicate"
male,group E,associate's degree,standard,completed,94,85,82,Jamil,"Beautiful, radiant"
female,group D,associate's degree,free/reduced,none,46,56,57,Anisa,"Friendly, good companion"
female,group B,master's degree,standard,none,77,90,84,Alia,"Highest social standing, exalted"
female,group B,high school,free/reduced,completed,76,85,82,Hana,"Happiness, bliss"
female,group C,associate's degree,standard,completed,52,59,62,Aya,"Sign, miracle, verse from the Quran"
male,group C,bachelor's degree,standard,completed,91,81,79,Faiz,"Victorious, successful"
female,group B,some high school,standard,completed,32,51,44,Basma,A smile
female,group E,some high school,free/reduced,none,72,79,77,Amira,"Princess, leader"
female,group B,some college,standard,none,19,38,32,Khadija,"Trustworthy, first wife of the Prophet"
male,group C,associate's degree,free/reduced,none,68,65,61,Bilal,"Moisture, the Prophet's first muezzin"
female,group C,master's degree,free/reduced,none,52,65,61,Salma,"Safe, peaceful"
female,group B,high school,standard,none,48,62,60,Daniya,"Kind-hearted, close, near"
female,group D,some college,free/reduced,none,60,66,70,Rida,"Contentment, favored by God"
male,group D,high school,free/reduced,none,66,74,69,Nael,"Achiever, winner"
male,group E,some high school,standard,completed,89,84,77,Sajid,One who prostrates in worship
female,group B,high school,standard,none,42,52,51,Ayah,"Evidence, sign"
female,group E,associate's degree,free/reduced,completed,57,68,73,Iris,"Flower, messenger"
male,group D,high school,standard,none,70,70,70,Hassan,"Beautiful, handsome, doer of good"
female,group E,associate's degree,free/reduced,none,70,84,81,Maha,"Wild cow, rare jewel"
male,group E,some college,standard,none,69,60,54,Rami,"Archer, marksman"
female,group C,associate's degree,standard,none,52,55,57,Karima,"Generous, noble"
male,group C,some high school,standard,completed,67,73,68,Hassan,"Beautiful, handsome, doer of good"
male,group C,some high school,standard,completed,76,80,73,Anas,"Friendliness, affection"
female,group E,associate's degree,standard,none,87,94,95,Karima,"Generous, noble"
female,group B,some college,standard,none,82,85,87,Daniya,"Kind-hearted, close, near"
female,group C,some college,standard,none,73,76,78,Maha,"Wild cow, rare jewel"
male,group A,some college,free/reduced,none,75,81,74,Zain,"Beauty, grace"
female,group D,some college,free/reduced,none,64,74,75,Sarah,"Princess, bringer of joy"
female,group E,high school,free/reduced,none,41,45,40,Naila,"Acquirer, achiever"
male,group C,high school,standard,none,90,75,69,Mikael,Angel of mercy and rain
male,group B,bachelor's degree,standard,none,59,54,51,Tariq,"Morning star, night visitor"
male,group A,some high school,standard,none,51,31,36,Rami,"Archer, marksman"
male,group A,high school,free/reduced,none,45,47,49,Idris,"Studious, Prophet Enoch"
female,group C,master's degree,standard,completed,54,64,67,Amira,"Princess, leader"
male,group E,some high school,standard,completed,87,84,76,Selim,"Safe, secure, flawless"
female,group C,high school,standard,none,72,80,83,Tasnim,Fountain in paradise
male,group B,some high school,standard,completed,94,86,87,Kamil,"Perfect, complete"
female,group A,bachelor's degree,standard,none,45,59,64,Hafsa,"Cub, young lioness"
male,group D,bachelor's degree,free/reduced,completed,61,70,76,Bilal,"Moisture, the Prophet's first muezzin"
female,group B,high school,free/reduced,none,60,72,68,Jamila,"Beautiful, elegant"
female,group C,some high school,standard,none,77,91,88,Hafsa,"Cub, young lioness"
female,group A,some high school,standard,completed,85,90,92,Sofia,"Wisdom, beautiful"
female,group D,bachelor's degree,free/reduced,none,78,90,93,Lina,"Tender, palm tree"
male,group E,some college,free/reduced,completed,49,52,51,Omar,"Long-lived, flourishing"
female,group B,high school,free/reduced,none,71,87,82,Hafsa,"Cub, young lioness"
female,group C,some high school,free/reduced,none,48,58,52,Hala,"Aura, halo around the moon"
male,group C,high school,standard,none,62,67,58,Mustafa,The chosen one
female,group C,associate's degree,free/reduced,completed,56,68,70,Yasmin,Jasmine flower
female,group C,some high school,standard,none,65,69,76,Amira,"Princess, leader"
female,group D,some high school,free/reduced,completed,69,86,81,Daniya,"Kind-hearted, close, near"
male,group B,some high school,standard,none,68,54,53,Idris,"Studious, Prophet Enoch"
female,group A,some college,free/reduced,none,61,60,57,Jude,"Generosity, goodness"
female,group C,bachelor's degree,free/reduced,completed,74,86,89,Fatima,"Captivating, daughter of the Prophet"
male,group A,bachelor's degree,standard,none,64,60,58,Habib,"Beloved, dear friend"
female,group B,high school,standard,completed,77,82,89,Hafsa,"Cub, young lioness"
male,group B,some college,standard,none,58,50,45,Zayd,"Growth, abundance"
female,group C,high school,standard,completed,60,64,74,Farah,"Joy, cheerfulness"
male,group E,high school,standard,none,73,64,57,Idris,"Studious, Prophet Enoch"
female,group A,high school,standard,completed,75,82,79,Dalal,"Coquettishness, pampered"
male,group B,associate's degree,free/reduced,completed,58,57,53,Haroon,"Aaron, high mountain, protector"
female,group C,associate's degree,standard,none,66,77,73,Yasmin,Jasmine flower
female,group D,high school,free/reduced,none,39,52,46,Hafsa,"Cub, young lioness"
male,group C,some high school,standard,none,64,58,51,Kamil,"Perfect, complete"
female,group B,high school,free/reduced,completed,23,44,36,Nour,Divine light
male,group B,some college,free/reduced,completed,74,77,76,Khalid,"Eternal, immortal"
female,group D,some high school,free/reduced,completed,40,65,64,Khadija,"Trustworthy, first wife of the Prophet"
male,group E,master's degree,standard,none,90,85,84,Hadi,"Guide, leader"
male,group C,master's degree,standard,completed,91,85,85,Amin,"Trustworthy, faithful"
male,group D,high school,standard,none,64,54,50,Sajid,One who prostrates in worship
female,group C,high school,standard,none,59,72,68,Amani,"Wishes, aspirations"
male,group D,associate's degree,standard,none,80,75,69,Jafar,"Stream, rivulet"
male,group C,master's degree,standard,none,71,67,67,Bilal,"Moisture, the Prophet's first muezzin"
female,group A,high school,standard,none,61,68,63,Nour,Divine light
female,group E,some college,standard,none,87,85,93,Layla,"Night, dark beauty"
male,group E,some high school,standard,none,82,67,61,Luqman,"Wise, a prophet/sage in the Quran"
male,group C,some high school,standard,none,62,64,55,Ibrahim,"Father of many nations, Prophet Abraham"
female,group B,bachelor's degree,standard,none,97,97,96,Sofia,"Wisdom, beautiful"
male,group B,some college,free/reduced,none,75,68,65,Amin,"Trustworthy, faithful"
female,group C,bachelor's degree,standard,none,65,79,81,Nadia,"Hope, delicate"
male,group B,high school,standard,completed,52,49,46,Danyal,"Known, famous, intellectually sharp"
male,group C,associate's degree,free/reduced,none,87,73,72,Mustafa,The chosen one
female,group C,associate's degree,standard,none,53,62,53,Reem,White gazelle
female,group E,master's degree,free/reduced,none,81,86,87,Zara,"Radiance, blooming flower"
male,group D,bachelor's degree,free/reduced,completed,39,42,38,Haroon,"Aaron, high mountain, protector"
female,group C,some college,standard,completed,71,71,80,Aya,"Sign, miracle, verse from the Quran"
male,group C,associate's degree,standard,none,97,93,91,Jude,"Generosity, goodness"
male,group D,some college,standard,completed,82,82,88,Luqman,"Wise, a prophet/sage in the Quran"
male,group C,high school,free/reduced,none,59,53,52,Tariq,"Morning star, night visitor"
male,group B,associate's degree,standard,none,61,42,41,Khalid,"Eternal, immortal"
male,group E,associate's degree,free/reduced,completed,78,74,72,Isa,"Jesus, God is salvation"
male,group C,associate's degree,free/reduced,none,49,51,51,Hamza,"Strong, steadfast, lion"
male,group B,high school,standard,none,59,58,47,Ayan,"Gift of God, time, epoch"
female,group C,some college,standard,completed,70,72,76,Salma,"Safe, peaceful"
male,group B,associate's degree,standard,completed,82,84,78,Mikael,Angel of mercy and rain
male,group E,associate's degree,free/reduced,none,90,90,82,Ali,"High, exalted"
female,group C,bachelor's degree,free/reduced,none,43,62,61,Mariam,"Mary, pious, beloved"
male,group C,some college,free/reduced,none,80,64,66,Imran,"Prosperity, host"
male,group D,some college,standard,none,81,82,84,Hamza,"Strong, steadfast, lion"
male,group C,some high school,standard,none,57,61,54,Rami,"Archer, marksman"
female,group D,some high school,standard,none,59,72,80,Nadia,"Hope, delicate"
female,group D,associate's degree,standard,none,64,76,74,Basma,A smile
male,group C,bachelor's degree,standard,completed,63,64,66,Luqman,"Wise, a prophet/sage in the Quran"
female,group E,bachelor's degree,standard,completed,71,70,70,Tasnim,Fountain in paradise
female,group B,high school,free/reduced,none,64,73,71,Rida,"Contentment, favored by God"
male,group D,bachelor's degree,free/reduced,none,55,46,44,Amin,"Trustworthy, faithful"
female,group E,associate's degree,standard,none,51,51,54,Ayah,"Evidence, sign"
female,group C,associate's degree,standard,completed,62,76,80,Iris,"Flower, messenger"
female,group E,associate's degree,standard,completed,93,100,95,Naila,"Acquirer, achiever"
male,group C,high school,free/reduced,none,54,72,59,Idris,"Studious, Prophet Enoch"
female,group D,some college,free/reduced,none,69,65,74,Amani,"Wishes, aspirations"
male,group D,high school,free/reduced,none,44,51,48,Suhail,"Gentle, easy-going, Canopus star"
female,group E,some college,standard,completed,86,85,91,Anisa,"Friendly, good companion"
female,group E,associate's degree,standard,none,85,92,85,Sana,"Radiance, brilliance, mountaintop"
female,group A,master's degree,free/reduced,none,50,67,73,Amani,"Wishes, aspirations"
male,group D,some high school,standard,completed,88,74,75,Bilal,"Moisture, the Prophet's first muezzin"
female,group E,associate's degree,standard,none,59,62,69,Hafsa,"Cub, young lioness"
female,group E,some high school,free/reduced,none,32,34,38,Aisha,"Alive, prosperous"
male,group B,high school,free/reduced,none,36,29,27,Jamil,"Beautiful, radiant"
female,group B,some high school,free/reduced,completed,63,78,79,Nora,"Light, illumination"
male,group D,associate's degree,standard,completed,67,54,63,Youssef,"Joseph, God increases in honor"
female,group D,some high school,standard,completed,65,78,82,Ayla,"Moonlight, halo"
male,group D,master's degree,standard,none,85,84,89,Jude,"Generosity, goodness"
female,group C,master's degree,standard,none,73,78,74,Salma,"Safe, peaceful"
female,group A,high school,free/reduced,completed,34,48,41,Huda,Right guidance
female,group D,bachelor's degree,free/reduced,completed,93,100,100,Amina,"Trustworthy, peaceful"
female,group D,some high school,free/reduced,none,67,84,84,Aisha,"Alive, prosperous"
male,group D,some college,standard,none,88,77,77,Kamil,"Perfect, complete"
male,group B,high school,standard,none,57,48,51,Zayd,"Growth, abundance"
female,group D,some college,standard,completed,79,84,91,Lina,"Tender, palm tree"
female,group C,bachelor's degree,free/reduced,none,67,75,72,Layla,"Night, dark beauty"
male,group E,bachelor's degree,standard,completed,70,64,70,Sajid,One who prostrates in worship
male,group D,bachelor's degree,free/reduced,none,50,42,48,Danyal,"Known, famous, intellectually sharp"
female,group A,some college,standard,none,69,84,82,Dalal,"Coquettishness, pampered"
female,group C,bachelor's degree,standard,completed,52,61,66,Nora,"Light, illumination"
female,group C,bachelor's degree,free/reduced,completed,47,62,66,Khadija,"Trustworthy, first wife of the Prophet"
female,group B,associate's degree,free/reduced,none,46,61,55,Lina,"Tender, palm tree"
female,group E,some college,standard,none,68,70,66,Aisha,"Alive, prosperous"
male,group E,bachelor's degree,standard,completed,100,100,100,Karim,"Generous, noble"
female,group C,high school,standard,none,44,61,52,Inaya,"Concern, care, protection from God"
female,group C,associate's degree,standard,completed,57,77,80,Layla,"Night, dark beauty"
male,group B,some college,standard,completed,91,96,91,Bilal,"Moisture, the Prophet's first muezzin"
male,group D,high school,free/reduced,none,69,70,67,Mikael,Angel of mercy and rain
female,group C,high school,free/reduced,none,35,53,46,Jude,"Generosity, goodness"
male,group D,high school,standard,none,72,66,66,Haroon,"Aaron, high mountain, protector"
female,group B,associate's degree,free/reduced,none,54,65,65,Hala,"Aura, halo around the moon"
male,group D,high school,free/reduced,none,74,70,69,Danyal,"Known, famous, intellectually sharp"
male,group E,some high school,standard,completed,74,64,60,Adam,"Earth, the first prophet"
male,group E,associate's degree,free/reduced,none,64,56,52,Hadi,"Guide, leader"
female,group D,high school,free/reduced,completed,65,61,71,Sofia,"Wisdom, beautiful"
male,group E,associate's degree,free/reduced,completed,46,43,44,Jude,"Generosity, goodness"
female,group C,some high school,free/reduced,none,48,56,51,Sana,"Radiance, brilliance, mountaintop"
male,group C,some college,free/reduced,completed,67,74,70,Ibrahim,"Father of many nations, Prophet Abraham"
male,group D,some college,free/reduced,none,62,57,62,Selim,"Safe, secure, flawless"
male,group D,associate's degree,free/reduced,completed,61,71,73,Youssef,"Joseph, God increases in honor"
male,group C,bachelor's degree,free/reduced,completed,70,75,74,Rida,"Contentment, favored by God"
male,group C,associate's degree,standard,completed,98,87,90,Sami,"Hearing, elevated, sublime"
male,group D,some college,free/reduced,none,70,63,58,Anas,"Friendliness, affection"
male,group A,associate's degree,standard,none,67,57,53,Faris,"Knight, horseman"
female,group E,high school,free/reduced,none,57,58,57,Huda,Right guidance
male,group D,some college,standard,completed,85,81,85,Suhail,"Gentle, easy-going, Canopus star"
male,group D,some high school,standard,completed,77,68,69,Jude,"Generosity, goodness"
male,group C,master's degree,free/reduced,completed,72,66,72,Shadi,"Singer, seeker of knowledge"
female,group D,master's degree,standard,none,78,91,96,Lina,"Tender, palm tree"
male,group C,high school,standard,none,81,66,64,Yunus,"Jonah, dove"
male,group A,some high school,free/reduced,completed,61,62,61,Luqman,"Wise, a prophet/sage in the Quran"
female,group B,high school,standard,none,58,68,61,Inaya,"Concern, care, protection from God"
female,group C,associate's degree,standard,none,54,61,58,Jamila,"Beautiful, elegant"
male,group B,high school,standard,none,82,82,80,Yunus,"Jonah, dove"
female,group D,some college,free/reduced,none,49,58,60,Khadija,"Trustworthy, first wife of the Prophet"
male,group B,some high school,free/reduced,completed,49,50,52,Rayan,"Luxuriant, gate of heaven"
female,group E,high school,free/reduced,completed,57,75,73,Yasmin,Jasmine flower
male,group E,high school,standard,none,94,73,71,Rida,"Contentment, favored by God"
female,group D,some college,standard,completed,75,77,83,Anisa,"Friendly, good companion"
female,group E,some high school,free/reduced,none,74,74,72,Jannah,"Heaven, paradise"
male,group C,high school,standard,completed,58,52,54,Idris,"Studious, Prophet Enoch"
female,group C,some college,standard,none,62,69,69,Lina,"Tender, palm tree"
male,group E,associate's degree,standard,none,72,57,62,Amin,"Trustworthy, faithful"
male,group C,some college,standard,none,84,87,81,Aziz,"Powerful, respected, beloved"
female,group D,master's degree,standard,none,92,100,100,Anisa,"Friendly, good companion"
female,group D,high school,standard,none,45,63,59,Anisa,"Friendly, good companion"
male,group C,high school,standard,none,75,81,71,Idris,"Studious, Prophet Enoch"
female,group A,some college,standard,none,56,58,64,Inaya,"Concern, care, protection from God"
female,group D,some high school,free/reduced,none,48,54,53,Aya,"Sign, miracle, verse from the Quran"
female,group E,associate's degree,standard,none,100,100,100,Aisha,"Alive, prosperous"
female,group C,some high school,free/reduced,completed,65,76,75,Hafsa,"Cub, young lioness"
male,group D,some college,standard,none,72,57,58,Hassan,"Beautiful, handsome, doer of good"
female,group D,some college,standard,none,62,70,72,Khadija,"Trustworthy, first wife of the Prophet"
male,group A,some high school,standard,completed,66,68,64,Zain,"Beauty, grace"
male,group C,some college,standard,none,63,63,60,Amin,"Trustworthy, faithful"
female,group E,associate's degree,standard,none,68,76,67,Safiya,"Pure, untroubled, chosen friend"
female,group B,bachelor's degree,standard,none,75,84,80,Safiya,"Pure, untroubled, chosen friend"
female,group D,bachelor's degree,standard,none,89,100,100,Amara,"Eternal beauty, urgent news"
male,group C,some high school,standard,completed,78,72,69,Ali,"High, exalted"
female,group A,high school,free/reduced,completed,53,50,60,Inaya,"Concern, care, protection from God"
female,group D,some college,free/reduced,none,49,65,61,Basma,A smile
female,group A,some college,standard,none,54,63,67,Tasnim,Fountain in paradise
female,group C,some college,standard,completed,64,82,77,Amani,"Wishes, aspirations"
male,group B,some college,free/reduced,completed,60,62,60,Nour,Divine light
male,group C,associate's degree,standard,none,62,65,58,Haroon,"Aaron, high mountain, protector"
male,group D,high school,standard,completed,55,41,48,Adam,"Earth, the first prophet"
female,group C,associate's degree,standard,none,91,95,94,Hala,"Aura, halo around the moon"
female,group B,high school,free/reduced,none,8,24,23,Safiya,"Pure, untroubled, chosen friend"
male,group D,some high school,standard,none,81,78,78,Zain,"Beauty, grace"
male,group B,some high school,standard,completed,79,85,86,Ehsan,"Excellence, kindness"
female,group A,some college,standard,completed,78,87,91,Samira,Entertaining companion
female,group C,some high school,standard,none,74,75,82,Mariam,"Mary, pious, beloved"
male,group A,high school,standard,none,57,51,54,Aziz,"Powerful, respected, beloved"
female,group C,associate's degree,standard,none,40,59,51,Rania,"Queen, gazing intently"
male,group E,some high school,standard,completed,81,75,76,Faris,"Knight, horseman"
female,group A,some high school,free/reduced,none,44,45,45,Khadija,"Trustworthy, first wife of the Prophet"
female,group D,some college,free/reduced,completed,67,86,83,Sana,"Radiance, brilliance, mountaintop"
male,group E,high school,free/reduced,completed,86,81,75,Khalid,"Eternal, immortal"
female,group B,some high school,standard,completed,65,82,78,Amina,"Trustworthy, peaceful"
female,group D,associate's degree,free/reduced,none,55,76,76,Jamila,"Beautiful, elegant"
female,group D,bachelor's degree,free/reduced,none,62,72,74,Iris,"Flower, messenger"
male,group A,high school,standard,none,63,63,62,Tariq,"Morning star, night visitor"
female,group E,master's degree,standard,completed,88,99,95,Layla,"Night, dark beauty"
male,group C,high school,free/reduced,none,62,55,55,Luqman,"Wise, a prophet/sage in the Quran"
female,group C,high school,free/reduced,completed,59,71,65,Ayla,"Moonlight, halo"
female,group D,some college,standard,completed,68,78,77,Huda,Right guidance
female,group D,some college,free/reduced,none,77,86,86,Nora,"Light, illumination"
